,applNum,displayId,filingDate,inventionTitle,issueDate,patAssigneeName,patAssignorExDate,patAssignorName,patNum
0,15783250,048305-0129,2017-10-13T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,2019-06-18T04:00:00Z,"SCHRODINGER, L.L.C.",2018-08-15T04:00:00Z,"SCHRODINGER, INC.",10323036
1,15789588,049062-0202,2017-10-20T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,0001-01-01T00:00:00Z,"SCHRODINGER, L.L.C.",2018-08-15T04:00:00Z,"SCHRODINGER, INC.",NULL
2,15879588,048305-0181,2018-01-25T04:00:00Z,SYSTEMS AND METHODS FOR DEFINING AND SECURELY SHARING OBJECTS IN PREVENTING DATA BREACH OR EXFILTRATION,0001-01-01T00:00:00Z,"SCHRODINGER, L.C.C.",2018-08-15T04:00:00Z,"SCHRODINGER, INC.",NULL
3,15557731,047972-0902,2017-09-12T04:00:00Z,"ENHANCED ATRA-RELATED COMPOUNDS FOR THE TREATMENT OF PROLIFERATIVE DISEASES, AUTOIMMUNE DISEASES, AND ADDICTION CONDITIONS",0001-01-01T00:00:00Z,"SCHRODINGER, INC.",2018-12-03T04:00:00Z,"HALL, MICHELLE LYNN",NULL
4,15557731,047971-0324,2017-09-12T04:00:00Z,"ENHANCED ATRA-RELATED COMPOUNDS FOR THE TREATMENT OF PROLIFERATIVE DISEASES, AUTOIMMUNE DISEASES, AND ADDICTION CONDITIONS",0001-01-01T00:00:00Z,"SCHRODINGER, INC.",2018-12-03T04:00:00Z,"HALL, MICHELLE LYNN",NULL
5,15557731,047972-0960,2017-09-12T04:00:00Z,"ENHANCED ATRA-RELATED COMPOUNDS FOR THE TREATMENT OF PROLIFERATIVE DISEASES, AUTOIMMUNE DISEASES, AND ADDICTION CONDITIONS",0001-01-01T00:00:00Z,"SCHRODINGER, L.L.C.",2018-12-11T04:00:00Z,"SCHRODINGER, INC.",NULL
6,15557731,047971-0357,2017-09-12T04:00:00Z,"ENHANCED ATRA-RELATED COMPOUNDS FOR THE TREATMENT OF PROLIFERATIVE DISEASES, AUTOIMMUNE DISEASES, AND ADDICTION CONDITIONS",0001-01-01T00:00:00Z,"SCHRODINGER, L.L.C.",2018-12-11T04:00:00Z,"SCHRODINGER, INC.",NULL
7,15783250,049059-0575,2017-10-13T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,2019-06-18T04:00:00Z,"SCHRODINGER, INC.",2019-04-19T04:00:00Z,"MONDAL, SAYAN",10323036
8,15789588,049059-0575,2017-10-20T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,0001-01-01T00:00:00Z,"SCHRODINGER, INC.",2019-04-19T04:00:00Z,"MONDAL, SAYAN",NULL
9,15789588,049062-0247,2017-10-20T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,0001-01-01T00:00:00Z,"NIMBUS DISCOVERY, INC.",2018-08-15T04:00:00Z,"SCHRODINGER, L.L.C.",NULL
10,15789588,049062-0202,2017-10-20T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,0001-01-01T00:00:00Z,"SCHRODINGER, L.L.C.",2018-08-15T04:00:00Z,"SCHRODINGER, INC.",NULL
11,15783250,048308-0520,2017-10-13T04:00:00Z,TYK2 INHIBITORS AND USES THEREOF,2019-06-18T04:00:00Z,"NIMBUS DISCOVERY, INC.",2018-08-15T04:00:00Z,"SCHRODINGER, L.L.C.",10323036
12,15879588,048308-0520,2018-01-25T04:00:00Z,SYSTEMS AND METHODS FOR DEFINING AND SECURELY SHARING OBJECTS IN PREVENTING DATA BREACH OR EXFILTRATION,0001-01-01T00:00:00Z,"NIMBUS DISCOVERY, INC.",2018-08-15T04:00:00Z,"SCHRODINGER, L.L.C.",NULL
